Day Month Year Tmin(C) Tmax(C) Prcp(mm) Et0(mm)
31 12 1990 3.77 16.62 0.0 2.85
1 1 1991 6.95 17.88 0.0 2.44
2 1 1991 4.08 18.45 0.0 2.63
3 1 1991 6.42 18.7 0.0 2.12
4 1 1991 4.69 20.12 0.0 2.83
5 1 1991 5.19 21.22 0.0 3.81
6 1 1991 5.22 22.33 0.0 3.71
7 1 1991 8.15 17.09 0.0 3.22
8 1 1991 5.82 19.31 0.0 2.28
9 1 1991 6.41 19.57 0.0 2.2
10 1 1991 7.08 20.12 0.0 2.37
11 1 1991 8.31 21.88 0.0 2.75
12 1 1991 8.77 21.42 0.0 2.61
13 1 1991 7.96 22.44 0.0 3.49
14 1 1991 7.87 21.34 0.0 3.14
15 1 1991 5.87 20.79 0.0 3.27
16 1 1991 6.76 20.41 0.0 3.27
17 1 1991 5.33 19.71 0.0 3.32
18 1 1991 9.09 20.87 0.0 2.78
19 1 1991 6.14 23.02 0.0 3.2
20 1 1991 8.08 24.26 0.0 3.69
21 1 1991 10.58 26.55 0.0 4.49
22 1 1991 8.87 26.08 0.0 3.37
23 1 1991 11.29 27.69 0.0 4.45
24 1 1991 11.37 27.83 0.0 4.49
25 1 1991 13.12 29.47 0.0 4.62
26 1 1991 11.73 29.9 0.0 3.94
27 1 1991 14.35 30.67 0.0 3.45
28 1 1991 16.62 31.66 0.0 5.26
29 1 1991 13.93 28.49 0.0 3.91
30 1 1991 11.01 26.9 0.0 3.78
31 1 1991 10.31 26.57 0.0 3.85
1 2 1991 9.16 25.65 0.0 4.35
2 2 1991 11.94 26.88 0.0 4.14
3 2 1991 12.41 26.92 0.0 4.23
4 2 1991 8.91 24.79 0.0 3.77
5 2 1991 11.67 27.42 0.0 5.15
6 2 1991 14.05 29.09 0.0 4.53
7 2 1991 14.11 25.08 0.0 4.08
8 2 1991 12.02 24.28 0.0 4.0
9 2 1991 13.71 29.29 0.01 4.84
10 2 1991 16.63 27.48 0.03 5.17
11 2 1991 12.65 26.94 0.34 5.71
12 2 1991 7.52 24.7 0.0 3.97
13 2 1991 11.64 24.66 0.01 3.83
14 2 1991 9.37 24.83 0.0 5.16
15 2 1991 6.76 22.36 0.0 4.6
16 2 1991 4.62 21.46 0.0 4.15
17 2 1991 4.64 20.23 0.0 3.92
18 2 1991 5.7 20.68 0.0 3.99
19 2 1991 9.25 23.09 0.0 4.22
20 2 1991 8.8 25.31 0.0 4.11
21 2 1991 9.57 29.08 0.0 5.62
22 2 1991 13.01 31.14 0.0 5.2
23 2 1991 18.29 32.54 0.0 6.41
24 2 1991 16.14 30.08 0.0 5.23
25 2 1991 12.83 28.38 0.0 4.38
26 2 1991 12.63 25.98 0.0 5.48
27 2 1991 14.13 26.94 0.0 4.67
28 2 1991 11.4 27.74 0.0 5.45
1 3 1991 9.9 27.9 0.0 4.8
2 3 1991 14.64 30.15 0.0 5.48
3 3 1991 14.12 28.3 0.0 4.67
4 3 1991 15.4 28.53 0.0 5.35
5 3 1991 13.88 28.7 0.0 4.79
6 3 1991 12.71 26.8 0.0 4.97
7 3 1991 12.26 27.89 0.0 3.95
8 3 1991 18.15 30.44 0.0 6.84
9 3 1991 17.06 31.85 0.0 5.56
10 3 1991 16.26 32.31 0.0 6.05
11 3 1991 16.04 32.48 0.0 5.11
12 3 1991 17.73 33.69 0.0 4.61
13 3 1991 19.97 33.98 0.0 6.52
14 3 1991 14.42 30.87 0.0 6.31
15 3 1991 14.08 30.75 0.0 6.13
16 3 1991 14.91 32.15 0.0 5.4
17 3 1991 16.22 35.09 0.0 5.89
18 3 1991 18.58 33.23 0.0 8.57
19 3 1991 16.04 29.66 0.0 5.54
20 3 1991 15.19 31.33 0.0 5.17
21 3 1991 18.9 33.71 0.0 6.34
22 3 1991 17.44 31.74 0.0 7.67
23 3 1991 14.32 29.51 0.0 5.8
24 3 1991 13.85 29.76 0.02 5.67
25 3 1991 16.92 32.05 0.0 5.48
26 3 1991 18.8 35.9 0.0 5.91
27 3 1991 21.37 36.64 0.0 6.4
28 3 1991 21.65 38.78 0.0 5.67
29 3 1991 25.38 39.97 0.0 6.45
30 3 1991 26.01 39.6 0.0 8.21
31 3 1991 26.12 40.26 0.0 10.76
1 4 1991 24.17 39.28 0.03 9.68
2 4 1991 21.8 35.51 0.0 10.05
3 4 1991 20.33 35.38 0.0 6.17
4 4 1991 21.02 35.33 0.0 6.82
5 4 1991 24.01 34.83 0.0 5.93
6 4 1991 21.28 35.3 0.0 7.09
7 4 1991 21.25 33.6 0.0 5.33
8 4 1991 21.79 34.59 0.05 8.26
9 4 1991 18.25 33.04 0.0 5.95
10 4 1991 17.66 33.76 0.0 6.28
11 4 1991 18.56 34.81 0.0 6.14
12 4 1991 19.52 37.62 0.06 7.99
13 4 1991 23.02 37.33 0.02 7.86
14 4 1991 20.79 34.31 0.0 7.17
15 4 1991 19.73 34.13 0.23 8.98
16 4 1991 15.46 32.91 0.0 6.79
17 4 1991 16.73 33.6 0.0 6.91
18 4 1991 17.39 36.15 0.0 6.88
19 4 1991 18.9 37.87 0.0 7.57
20 4 1991 21.74 39.83 0.0 9.02
21 4 1991 23.24 41.36 0.0 9.59
22 4 1991 24.73 40.53 0.0 6.96
23 4 1991 22.55 38.01 0.0 7.54
24 4 1991 23.94 39.34 0.0 6.3
25 4 1991 26.52 41.48 0.0 7.41
26 4 1991 27.46 41.8 0.0 6.7
27 4 1991 26.21 43.0 0.0 7.36
28 4 1991 25.03 41.92 0.0 8.34
29 4 1991 29.71 43.02 0.0 6.72
30 4 1991 27.84 43.72 0.0 12.15
1 5 1991 28.44 42.81 0.0 12.38
2 5 1991 27.53 41.39 0.0 12.67
3 5 1991 24.72 40.63 0.0 10.0
4 5 1991 25.39 40.93 0.0 7.09
5 5 1991 26.41 41.62 0.0 10.31
6 5 1991 26.96 39.94 0.0 8.9
7 5 1991 27.34 41.12 0.0 12.0
8 5 1991 25.8 41.61 0.0 11.93
9 5 1991 25.12 40.48 0.0 12.43
10 5 1991 24.3 38.16 0.0 10.56
11 5 1991 27.68 39.22 0.0 6.23
12 5 1991 26.16 42.59 0.0 8.8
13 5 1991 26.94 43.03 0.0 10.62
14 5 1991 26.53 42.78 0.0 9.62
15 5 1991 26.4 43.16 0.0 10.23
16 5 1991 28.48 41.01 0.0 11.19
17 5 1991 27.24 42.52 0.0 10.03
18 5 1991 28.55 43.21 0.0 9.02
19 5 1991 29.98 42.61 0.0 11.06
20 5 1991 29.76 41.55 0.0 9.68
21 5 1991 31.01 42.69 0.0 5.59
22 5 1991 30.4 42.19 0.0 6.83
23 5 1991 29.11 43.57 0.0 7.48
24 5 1991 29.2 44.17 0.0 11.3
25 5 1991 32.11 44.81 0.0 11.58
26 5 1991 29.33 42.72 0.0 12.03
27 5 1991 27.51 42.94 0.0 7.51
28 5 1991 28.35 43.67 0.0 9.78
29 5 1991 28.49 43.05 0.0 9.74
30 5 1991 29.51 43.89 0.0 7.18
31 5 1991 30.75 45.69 0.0 11.11
1 6 1991 29.41 46.14 0.0 9.53
2 6 1991 28.86 46.22 0.0 8.9
3 6 1991 29.47 46.34 0.0 9.77
4 6 1991 29.19 46.94 0.0 12.29
5 6 1991 30.55 47.24 0.0 11.52
6 6 1991 31.65 46.23 0.96 12.03
7 6 1991 30.93 46.03 0.0 10.99
8 6 1991 31.52 45.93 0.0 10.97
9 6 1991 31.88 47.12 0.02 10.29
10 6 1991 31.76 46.37 0.03 9.89
11 6 1991 32.29 44.74 0.07 8.53
12 6 1991 33.57 45.02 0.37 9.84
13 6 1991 31.03 45.83 0.05 10.26
14 6 1991 30.65 44.33 0.0 11.06
15 6 1991 30.83 44.33 0.0 13.97
16 6 1991 29.16 42.56 0.0 13.71
17 6 1991 29.66 43.55 0.0 13.97
18 6 1991 28.19 41.7 0.0 11.68
19 6 1991 29.18 41.19 0.16 8.76
20 6 1991 31.13 40.21 2.96 7.77
21 6 1991 28.64 37.44 10.98 5.76
22 6 1991 29.05 39.48 2.96 6.83
23 6 1991 29.28 42.15 0.0 11.38
24 6 1991 29.3 42.49 0.0 12.68
25 6 1991 29.05 41.57 0.0 11.63
26 6 1991 28.51 41.4 0.0 10.98
27 6 1991 29.03 41.58 0.0 10.44
28 6 1991 30.01 43.3 0.0 8.26
29 6 1991 31.5 43.64 0.0 9.99
30 6 1991 32.4 44.0 0.0 13.43
1 7 1991 30.94 43.27 0.0 14.0
2 7 1991 29.87 42.19 0.0 13.17
3 7 1991 28.77 41.43 0.0 12.56
4 7 1991 29.59 41.01 0.0 11.98
5 7 1991 29.82 41.17 0.0 11.48
6 7 1991 30.1 40.91 0.0 10.63
7 7 1991 30.72 41.34 0.0 9.67
8 7 1991 31.24 43.51 0.0 8.96
9 7 1991 31.56 44.46 0.0 10.47
10 7 1991 32.44 45.28 0.0 10.02
11 7 1991 33.2 44.99 0.06 9.83
12 7 1991 33.27 45.32 0.0 11.14
13 7 1991 32.61 44.02 0.0 10.84
14 7 1991 32.24 42.57 0.07 9.38
15 7 1991 32.79 43.23 0.0 10.55
16 7 1991 32.9 45.28 0.39 10.56
17 7 1991 33.95 45.56 0.12 10.12
18 7 1991 33.49 44.69 0.57 8.91
19 7 1991 34.01 43.4 0.55 9.46
20 7 1991 31.69 40.92 1.39 11.08
21 7 1991 30.5 41.3 0.43 8.49
22 7 1991 31.12 34.49 8.4 2.5
23 7 1991 29.13 38.04 2.45 6.94
24 7 1991 29.94 40.79 0.16 9.0
25 7 1991 30.89 42.65 0.24 8.94
26 7 1991 31.61 42.58 0.85 9.06
27 7 1991 31.31 42.15 0.31 8.49
28 7 1991 31.19 43.83 0.02 10.81
29 7 1991 32.76 43.83 0.01 9.38
30 7 1991 33.36 43.73 2.33 10.31
31 7 1991 32.82 41.26 0.22 7.02
1 8 1991 32.99 42.11 0.13 5.46
2 8 1991 32.3 41.07 0.83 9.66
3 8 1991 30.37 41.12 0.12 11.21
4 8 1991 29.82 40.8 0.19 10.42
5 8 1991 30.47 40.97 0.02 10.82
6 8 1991 30.15 41.25 0.0 9.75
7 8 1991 30.01 41.42 0.0 10.08
8 8 1991 29.98 42.18 0.0 9.82
9 8 1991 29.31 41.18 0.01 10.78
10 8 1991 29.26 40.12 0.0 8.37
11 8 1991 29.75 39.55 0.01 8.33
12 8 1991 29.68 42.01 0.0 9.43
13 8 1991 29.93 41.3 0.0 10.9
14 8 1991 29.1 40.7 0.0 9.76
